group	auc
grs	0.521929824561403
grs	0.551701222753854
grs	0.529239766081871
grs	0.507177033492823
grs	0.555156831472621
grs	0.529904306220096
grs	0.586390217969165
grs	0.551701222753854
grs	0.547979797979798
grs	0.578548644338118
grs	0.628920786815524
grs	0.603269537480064
grs	0.589978734715577
grs	0.578548644338118
grs	0.585858585858586
grs	0.492025518341308
grs	0.543992557150452
grs	0.538277511961722
trad_grs	0.679914070891514
trad_grs	0.648764769065521
trad_grs	0.588345864661654
trad_grs	0.678168635875403
trad_grs	0.653866809881847
trad_grs	0.722610096670247
trad_grs	0.703678839957035
trad_grs	0.739795918367347
trad_grs	0.665279269602578
trad_grs	0.722878625134264
trad_grs	0.722207303974221
trad_grs	0.691863587540279
trad_grs	0.685687432867884
trad_grs	0.664339419978518
trad_grs	0.613319011815252
trad_grs	0.724355531686359
trad_grs	0.789742212674543
trad_grs	0.771079484425349
trad_grs	0.726638023630505
trad_grs	0.738721804511278
trad_grs	0.699919441460795
trad_grs	0.650375939849624
trad_grs	0.678034371643394
trad_grs	0.637620837808808
trad_grs	0.663802363050483
trad_grs	0.775510204081633
trad_grs	0.667427497314715
trad_grs	0.700456498388829
trad_grs	0.666219119226638
trad_grs	0.626745435016112
trad_grs	0.622583243823845
trad_grs	0.720059076262084
trad_grs	0.645676691729323
trad_grs	0.707572502685285
trad_grs	0.63077336197637
trad_grs	0.650107411385607
trad_grs	0.703141783029001
trad_grs	0.623388829215897
trad_grs	0.65843179377014
trad_grs	0.704752953813104
trad_grs	0.676691729323308
trad_grs	0.609425349087003
trad_grs	0.700993555316864
trad_grs	0.689044038668099
trad_grs	0.69750268528464
trad_grs	0.668233082706767
trad_grs	0.75093984962406
trad_grs	0.691729323308271
trad_grs	0.696160042964554
trad_grs	0.719387755102041
trad_grs	0.725698174006445
trad_grs	0.682330827067669
trad_grs	0.700053705692803
trad_grs	0.773093447905478
trad_grs	0.683941997851772
trad_grs	0.706498388829216
trad_grs	0.640843179377014
trad_grs	0.7328141783029
trad_grs	0.711734693877551
trad_grs	0.736036519871106
trad_grs	0.682062298603652
trad_grs	0.688506981740064
trad_grs	0.578410311493018
trad_grs	0.756176154672395
trad_grs	0.688104189044039
trad_grs	0.597610096670247
trad_grs	0.690252416756176
trad_grs	0.693877551020408
trad_grs	0.730531686358754
trad_grs	0.618555316863588
trad_grs	0.677094522019334
