group	score
Microbial Risk Score	-0.143206120418663
Microbial Risk Score	0.514334519533328
Microbial Risk Score	-0.186678747224044
Microbial Risk Score	0.524582988371435
Microbial Risk Score	0.309816990765894
Microbial Risk Score	0.355867033177199
Microbial Risk Score	1.66235540848647
Microbial Risk Score	-0.258154063749685
Microbial Risk Score	-1.34980861314499
Microbial Risk Score	-0.0601858951112604
Microbial Risk Score	1.63703005289104
Microbial Risk Score	0.46900643219025
Microbial Risk Score	2.50635534356698
Microbial Risk Score	1.92784224747657
Microbial Risk Score	-0.328374913414813
Microbial Risk Score	1.84422456690787
Microbial Risk Score	0.756425899052748
Microbial Risk Score	0.926467048758459
Microbial Risk Score	-0.517267672586043
Microbial Risk Score	0.29886920071392
Microbial Risk Score	1.1334921952327
Microbial Risk Score	-0.30911084893413
Microbial Risk Score	-0.444304349665364
Microbial Risk Score	-0.779543490229129
Microbial Risk Score	0.536008252680983
Microbial Risk Score	-1.16775796035037
Microbial Risk Score	0.304992357092184
Microbial Risk Score	-1.02555609949151
Microbial Risk Score	-1.02257511220108
Microbial Risk Score	0.795028179089971
Microbial Risk Score	-0.937004600904635
Microbial Risk Score	0.717258516802305
Microbial Risk Score	2.0966033985984
Microbial Risk Score	0.601257931690882
Microbial Risk Score	-1.15097871228285
Microbial Risk Score	0.863646188276251
Microbial Risk Score	1.47417668269892
Microbial Risk Score	1.4349947075417
Microbial Risk Score	1.54232329978662
Microbial Risk Score	1.73965364332135
Microbial Risk Score	0.0186079995939436
Microbial Risk Score	-0.929649258318505
Microbial Risk Score	-1.34665916450848
Microbial Risk Score	-0.615616149540981
Microbial Risk Score	1.79801883899303
Microbial Risk Score	-0.012703084173288
Microbial Risk Score	-0.149126511919649
Microbial Risk Score	0.916040084619488
Microbial Risk Score	0.572048598253262
Microbial Risk Score	0.466641202196164
Microbial Risk Score	-1.56684912653488
Microbial Risk Score	1.7452481389016
Microbial Risk Score	0.364310504840315
Microbial Risk Score	-0.517301826227969
Microbial Risk Score	0.140655730391685
Microbial Risk Score	0.765761890745433
Microbial Risk Score	0.527951526632839
Microbial Risk Score	0.22227907925856
Microbial Risk Score	-0.521403261101579
Microbial Risk Score	0.495460839371539
Microbial Risk Score	-1.38781192967995
Microbial Risk Score	0.935862601028854
Microbial Risk Score	-0.88268675762509
Microbial Risk Score	0.331996910993299
Microbial Risk Score	0.931884915724388
Microbial Risk Score	0.725937321808048
Microbial Risk Score	-0.458531338927064
Microbial Risk Score	-0.411027897402522
Microbial Risk Score	0.0389073599837655
Microbial Risk Score	-1.35532045143974
Microbial Risk Score	-1.4882077848509
Microbial Risk Score	-0.391197819206789
Microbial Risk Score	0.588071875093876
Microbial Risk Score	0.0957913189722947
Microbial Risk Score	1.71744418056702
Microbial Risk Score	-0.508637676421422
Microbial Risk Score	1.03636953528197
Microbial Risk Score	0.462786631455926
Microbial Risk Score	0.147533830048229
Microbial Risk Score	0.812528126837592
Microbial Risk Score	1.31784085784358
Microbial Risk Score	0.741040833841318
Microbial Risk Score	-1.47382649837287
Microbial Risk Score	1.31122011998012
Microbial Risk Score	0.130569350616621
Microbial Risk Score	0.624262522671531
Microbial Risk Score	0.628815251437138
Microbial Risk Score	1.80146125478256
Microbial Risk Score	1.59750738190362
Microbial Risk Score	0.560538661673121
Microbial Risk Score	-0.442502482734286
Microbial Risk Score	1.01487090551108
Microbial Risk Score	-1.08401146830649
Microbial Risk Score	0.101130259411752
Microbial Risk Score	-1.80096760301633
Microbial Risk Score	-1.58402830264106
Microbial Risk Score	0.576455346036935
Microbial Risk Score	0.592817222278246
Microbial Risk Score	-0.489051029402984
Microbial Risk Score	-0.179415822960697
Microbial Risk Score	-0.373918415655267
Microbial Risk Score	-2.0863604897447
Microbial Risk Score	-0.628568627729633
Microbial Risk Score	-1.71040606695964
Microbial Risk Score	-0.936610082062172
Microbial Risk Score	0.326531223448598
Microbial Risk Score	-2.9178404943522
Microbial Risk Score	0.316314637074674
Microbial Risk Score	-0.14267191617719
Microbial Risk Score	-0.486622880798196
Microbial Risk Score	-1.46784800935692
Microbial Risk Score	1.07898898553958
Microbial Risk Score	-0.102338948711821
Microbial Risk Score	-0.701482744785489
Microbial Risk Score	1.36252008722618
Microbial Risk Score	-1.16263041984048
Microbial Risk Score	-1.77523636323336
Microbial Risk Score	-0.774218164989621
Microbial Risk Score	-0.548846617982089
Microbial Risk Score	-0.71727537598014
Microbial Risk Score	0.230920460893038
Microbial Risk Score	0.709330632413432
Microbial Risk Score	1.60527717477253
Microbial Risk Score	-0.668772093794075
Microbial Risk Score	-0.91819062284973
Microbial Risk Score	2.21345201807315
Microbial Risk Score	0.410543703230117
Microbial Risk Score	0.301179432939722
Microbial Risk Score	1.73974259895509
Microbial Risk Score	-1.09245386799874
Microbial Risk Score	1.15919351371319
Microbial Risk Score	-2.36831761879824
Microbial Risk Score	0.432067945525066
Microbial Risk Score	-0.106097736958423
Microbial Risk Score	-1.41801017744633
Microbial Risk Score	-0.183952962730585
Microbial Risk Score	-0.727088915627653
Microbial Risk Score	-0.462141943836351
Microbial Risk Score	-0.0470014096728386
Microbial Risk Score	-0.698558764799548
Microbial Risk Score	2.28310103531297
Microbial Risk Score	-1.90197186688081
Microbial Risk Score	0.737461881457035
Microbial Risk Score	1.56801783896887
Microbial Risk Score	0.485664809461671
Microbial Risk Score	-1.0508471404796
Microbial Risk Score	0.014391923829182
Microbial Risk Score	1.80752835858351
Microbial Risk Score	2.35174047693287
Microbial Risk Score	0.062789734795238
Microbial Risk Score	0.499541293441262
Microbial Risk Score	1.56326800607009
Microbial Risk Score	-0.317909046047885
Microbial Risk Score	-0.711937451282654
Microbial Risk Score	-1.4641606495139
Microbial Risk Score	-0.879985305785846
Microbial Risk Score	-1.18727647154924
Microbial Risk Score	-0.00984451463363849
Microbial Risk Score	-0.698560614652829
Microbial Risk Score	-1.38475824182456
Microbial Risk Score	0.886622857105586
Microbial Risk Score	1.64289561574433
Microbial Risk Score	0.493329610034735
Microbial Risk Score	-0.813572643140216
Microbial Risk Score	-0.663786656812251
Microbial Risk Score	1.79199988297127
Microbial Risk Score	-0.809312491695428
Microbial Risk Score	-0.858405924255577
Microbial Risk Score	0.796209558584136
Microbial Risk Score	0.372347782105209
Microbial Risk Score	-0.54654220823975
Microbial Risk Score	-0.512918000082796
Microbial Risk Score	-1.8102446048905
Microbial Risk Score	0.330938794539195
Microbial Risk Score	-0.244686397507961
Microbial Risk Score	-1.17160360120725
Microbial Risk Score	-0.420534669912621
Microbial Risk Score	-1.12545633864772
Microbial Risk Score	0.123685650848067
Microbial Risk Score	0.0593494258554097
Microbial Risk Score	0.168822008828992
Microbial Risk Score	1.10368254767978
Microbial Risk Score	-1.81820798053362
Microbial Risk Score	-1.07495490950193
Microbial Risk Score	0.784046992162983
Microbial Risk Score	0.385955466376235
Microbial Risk Score	-0.807470193037856
Microbial Risk Score	-0.91549043929416
Microbial Risk Score	0.564573302264323
Microbial Risk Score	0.316634411067706
Microbial Risk Score	-1.32170928550674
Microbial Risk Score	-0.33828114432394
Microbial Risk Score	-0.0614942390581154
Microbial Risk Score	-0.777315258664594
Microbial Risk Score	0.268901274740123
Microbial Risk Score	-0.525125522817245
Microbial Risk Score	0.839673491012814
Microbial Risk Score	-0.339599141503723
Microbial Risk Score	-0.289575558131804
Microbial Risk Score	0.0351109419964356
Microbial Risk Score	0.64724507740831
Microbial Risk Score	-0.844681184767586
Microbial Risk Score	0.398743412333823
Microbial Risk Score	1.23743832146195
Microbial Risk Score	0.385471757457356
Microbial Risk Score	-0.411390905415122
Microbial Risk Score	0.782314256594188
Microbial Risk Score	-0.863257189159977
Microbial Risk Score	-0.170292536124542
Microbial Risk Score	-0.620315570065231
Microbial Risk Score	0.525920746544419
Microbial Risk Score	1.48686175143841
Microbial Risk Score	-0.809358929583772
Microbial Risk Score	-1.03260452844645
Microbial Risk Score	-2.43713693434395
Microbial Risk Score	0.262857065001541
Microbial Risk Score	0.174613052429152
