PCoA1	PCoA2	id
-0.178198625173613	0.0781250989223114	1
-0.0757368857498978	0.301791725977354	2
0.0711811766941952	0.179050907001252	3
0.0715972069232445	0.139539521887378	4
-0.414139970303679	-0.0482137493827683	5
0.124439288844042	-0.112026145896786	6
-0.306348618805576	-0.107663362353801	7
0.0210295471650124	0.0227426542743012	8
-0.421981728262213	0.105866071182643	9
0.0528456265500117	0.250899857579869	10
0.187749168270108	0.0128721716335205	11
-0.0688255991892332	0.100619918722565	12
0.040909621919953	0.108948859849776	13
0.070978263928254	-0.0360598277013638	14
0.0908341037508549	0.182729487330756	15
0.0893304795850287	0.128529120866483	16
0.0698304281645477	-0.16984151052482	17
0.0523936228961234	0.270012985750296	18
0.0681654153972907	0.202701278164151	19
-0.178608661840204	-0.160290002131956	20
-0.0820979292234164	0.251567367695539	21
0.0832761954446215	0.077691030647997	22
0.0732239405461239	0.0695985481704974	23
0.038204958120779	0.0585475820748097	24
-0.0741642470681182	0.00684961733711795	25
0.0433422636875147	0.200760120526544	26
0.00942376952175504	-0.0729395168573325	27
0.0482912439492995	0.278061096045105	28
0.0637160446157102	-0.253831035699179	29
0.0887902897792949	-0.0503505221439877	30
-0.0152255295508657	-0.10214514353212	31
0.126690850324482	-0.0066948199678063	32
0.154578548662396	-0.423186844236865	33
0.0436386496847492	0.0931212216841358	34
0.165364783466052	0.0874579960275307	35
-0.352253586585771	0.0458407913898356	36
0.0810231502142487	0.246595430864005	37
0.0873655948615129	-0.380604457589716	38
0.0752754358373088	-0.349561885743913	39
0.0532453318442864	-0.16074042192731	40
0.028124399386572	0.119116830341038	41
0.0888228310679372	0.000903300896890277	42
0.0439983665989446	0.04794323061225	43
-0.198240568196134	0.0970034039023372	44
0.103870074171403	0.181674947134183	45
0.0918730190409972	0.171160296740919	46
0.0535810031474737	-0.00776562640097962	47
0.113586167147921	0.302911072873052	48
-0.15152056475057	0.080527697374569	49
0.180375670309541	-0.21779486016612	50
-0.267824264798375	-0.0591101374203922	51
0.108451597485638	0.243130526784473	52
0.106212004465883	0.164077757837239	53
0.150263881344131	0.0061143646076497	54
-0.258725901475104	0.119568017755216	55
0.0353007565641354	0.124277385974389	56
0.0408217770962096	0.131325786244411	57
0.139752341662131	0.0177439244113458	58
0.0863862809139319	-0.0385270652483197	59
0.0816425998871408	-0.257587698301771	60
0.107688466341951	0.328513739418733	61
0.154329381157963	-0.00618064905818494	62
0.135280182726826	-0.360966686512039	63
0.0835884857582909	-0.299931615837279	64
0.102099684487023	-0.0966730049144474	65
0.0498926420730605	0.0428712804260679	66
0.0507371720507267	0.266771905025974	67
0.081642879912046	0.182185917193128	68
0.0159496546631691	-0.0688823513675822	69
0.0765239172691092	0.0253160803464393	70
0.162253201410276	-0.0826117246448036	71
0.169404054411392	-0.097859347965687	72
-0.267164938620132	0.0518395685006731	73
0.107811372835511	0.00388585544506189	74
-0.52640694762703	-0.127808856556534	75
0.0466280668486889	0.146927889381985	76
0.0953736775642491	0.0446142858140869	77
-0.449261181200556	-0.0208283212931662	78
0.0532136371867654	0.103496028040246	79
0.0159342579716272	0.258750368197814	80
0.16665155909649	-0.396093401051329	81
0.0726154847219713	0.108830014046776	82
0.0957327585815425	0.172284401362068	83
0.114846120318224	0.198617216493808	84
0.106313946174605	0.0998557110360453	85
0.0979986418846604	-0.222110844668239	86
0.0474203126409178	0.164434801178231	87
0.0497325233629464	0.356872240694138	88
-0.0350911573848772	-0.130956185291448	89
-0.61366484379899	-0.0910551743896106	90
-0.0266529234016176	-0.134332917491468	91
-0.383464214667841	0.0240152749251904	92
0.131365349370671	-0.332623409713413	93
-0.518269150312962	-0.152590502789995	94
0.10130844649374	-0.144857713469779	95
-0.102064676227094	-0.263863876164366	96
0.194399968274172	-0.438324699363896	97
0.0788048117656868	0.0311075884640102	98
-0.493281730481695	-0.0499551127328488	99
0.140569905836286	-0.175744663949694	100
0.0493749389535406	-0.266830829951455	101
-0.00238631695363125	-0.0345904141768197	102
0.148652126035247	-0.149763767523067	103
-0.176855097539947	-0.268485543443546	104
0.147108119021383	-0.0472908325882682	105
0.0554400789003863	-0.0944974215656892	106
0.111560647082457	-0.201890400534934	107
0.116169797125805	-0.393921725661511	108
0.0133323943342485	-0.123683350213516	109
0.108313070251972	0.213493731981499	110
0.0463900643541081	-0.0812661957942277	111
0.0940703612628254	0.16743561496929	112
-0.49007865525559	-0.121417205206478	113
0.0761252676781368	-0.171419067148943	114
-0.0138128712055841	-0.0630051604924787	115
0.135312920025287	-0.235547600400402	116
0.0591103747739154	0.142760087735283	117
0.0384349963239602	0.227872127257419	118
0.0169737750514828	-0.1584850875327	119
0.12795789492745	-0.261954327339835	120
0.0622733160172278	0.112537678258362	121
0.0821208144739762	0.166095020703211	122
0.0847428853900806	-0.262810938229522	123
0.092788937187765	0.271252142519631	124
-0.48623330737388	-0.0449323981792034	125
0.055860014247353	-0.0205305129941705	126
0.171742052271266	-0.0122652646196947	127
0.149116954566935	-0.300726542012666	128
-0.194107403385541	-0.197147202476742	129
0.024076328497264	0.276035757788995	130
0.169806124043298	0.101188492440101	131
0.107454929750169	-0.339591230398518	132
0.062710311290049	-0.144961146866296	133
0.216072500563787	-0.105985938288984	134
0.124294139062553	0.174212747798978	135
0.184423527257012	-0.318841010908902	136
0.140914302181848	-0.0961771185438023	137
0.0828877859856801	0.057116318969252	138
0.0631855927964795	0.070765293579425	139
-0.0221100931286787	0.0591788160446161	140
0.043337454818138	0.142649038708079	141
0.180817955055846	-0.31167177858694	142
