id	GDM	ec	abundance	jitter_group	jitter_position
SL_4_32	Control	1.3.1.9	0.00116879	1	-0.19
SL_4_33	GDM	1.3.1.9	0.000246137	1	0.19
SL_4_34	Control	1.3.1.9	0.000278836	1	-0.19
SL_4_37	Control	1.3.1.9	0.000552203	1	-0.19
SL_4_38	Control	1.3.1.9	0.000307231	1	-0.19
SL_4_41	Control	1.3.1.9	0.000296868	1	-0.19
SL_4_42	Control	1.3.1.9	0.000288945	1	-0.19
SL_4_43	Control	1.3.1.9	0.00054877	1	-0.19
SL_4_44	Control	1.3.1.9	0.000523712	1	-0.19
SL_4_45	Control	1.3.1.9	0.000151357	1	-0.19
SL_4_46	GDM	1.3.1.9	0.000950774	1	0.19
SL_4_47	Control	1.3.1.9	0.000167622	1	-0.19
SL_4_48	GDM	1.3.1.9	0.000579597	1	0.19
SL_4_51	GDM	1.3.1.9	0.000305673	1	0.19
SL_4_52	Control	1.3.1.9	9.84079e-05	1	-0.19
SL_4_53	GDM	1.3.1.9	0.000890279	1	0.19
SL_4_54	Control	1.3.1.9	0.000968111	1	-0.19
SL_4_55	Control	1.3.1.9	0.000292055	1	-0.19
SL_4_56	Control	1.3.1.9	0.000599781	1	-0.19
SL_4_57	GDM	1.3.1.9	0.000296508	1	0.19
SL_4_58	GDM	1.3.1.9	0.00032469	1	0.19
SL_4_59	Control	1.3.1.9	0.000940184	1	-0.19
SL_4_61	Control	1.3.1.9	0.000127104	1	-0.19
SL_4_62	Control	1.3.1.9	0.000594832	1	-0.19
SL_4_63	GDM	1.3.1.9	0.000809068	1	0.19
SL_4_65	GDM	1.3.1.9	0.000511842	1	0.19
SL_4_66	GDM	1.3.1.9	9.84091e-05	1	0.19
SL_4_67	GDM	1.3.1.9	0.000470159	1	0.19
SL_4_68	Control	1.3.1.9	0.000344666	1	-0.19
SL_4_69	Control	1.3.1.9	0.000655342	1	-0.19
SL_4_71	GDM	1.3.1.9	0.000301141	1	0.19
SL_4_72	Control	1.3.1.9	0.000338936	1	-0.19
SL_4_73	GDM	1.3.1.9	0.000517111	1	0.19
SL_4_74	Control	1.3.1.9	0.000649765	1	-0.19
SL_4_75	GDM	1.3.1.9	0.000705716	1	0.19
SL_4_76	Control	1.3.1.9	0.000437966	1	-0.19
SL_4_77	Control	1.3.1.9	0.000185522	1	-0.19
SL_4_78	Control	1.3.1.9	0.000132588	1	-0.19
SL_4_79	Control	1.3.1.9	0.00149427	1	-0.19
SL_4_80	GDM	1.3.1.9	0.000576527	1	0.19
SL_4_81	Control	1.3.1.9	0.00144127	1	-0.19
SL_4_82	Control	1.3.1.9	0.00140121	1	-0.19
SL_4_83	GDM	1.3.1.9	0.000569479	1	0.19
SL_4_84	Control	1.3.1.9	0.000896243	1	-0.19
SL_4_85	Control	1.3.1.9	0.000261522	1	-0.19
SL_4_86	Control	1.3.1.9	0.000690127	1	-0.19
SL_4_87	Control	1.3.1.9	0.000298458	1	-0.19
SL_4_88	GDM	1.3.1.9	0.000312964	1	0.19
SL_4_89	GDM	1.3.1.9	0.00134312	1	0.19
SL_4_90	Control	1.3.1.9	0.00139938	1	-0.19
SL_4_91	GDM	1.3.1.9	0.000781904	1	0.19
SL_4_92	Control	1.3.1.9	0.000904885	1	-0.19
SL_4_93	Control	1.3.1.9	0.00220521	1	-0.19
SL_4_94	Control	1.3.1.9	0.00093444	1	-0.19
SL_4_95	Control	1.3.1.9	0.000311388	1	-0.19
SL_4_96	Control	1.3.1.9	0.000995115	1	-0.19
SL_4_97	Control	1.3.1.9	0.000929879	1	-0.19
SL_4_98	Control	1.3.1.9	0.000310737	1	-0.19
SL_4_99	Control	1.3.1.9	0.00131477	1	-0.19
SL_5_02	Control	1.3.1.9	0.00103354	1	-0.19
SL_5_03	Control	1.3.1.9	0.00109708	1	-0.19
SL_5_04	Control	1.3.1.9	0.00182141	1	-0.19
SL_5_05	GDM	1.3.1.9	0.000474143	1	0.19
SL_5_06	GDM	1.3.1.9	0.000836843	1	0.19
SL_5_07	Control	1.3.1.9	0.00102245	1	-0.19
SL_5_08	Control	1.3.1.9	0.00182426	1	-0.19
SL_5_09	GDM	1.3.1.9	0.000734585	1	0.19
SL_5_10	Control	1.3.1.9	0.000537756	1	-0.19
SL_5_100	Control	1.3.1.9	0.00055768	1	-0.19
SL_5_12	Control	1.3.1.9	0.00131146	1	-0.19
SL_5_13	Control	1.3.1.9	0.000765187	1	-0.19
SL_5_14	GDM	1.3.1.9	0.000933503	1	0.19
SL_5_15	Control	1.3.1.9	0.0010263	1	-0.19
SL_5_18	Control	1.3.1.9	0.00133997	1	-0.19
SL_5_19	Control	1.3.1.9	0.000213199	1	-0.19
SL_5_20	Control	1.3.1.9	0.00163834	1	-0.19
SL_5_21	Control	1.3.1.9	0.000641129	1	-0.19
SL_5_22	GDM	1.3.1.9	0.000701403	1	0.19
SL_5_24	Control	1.3.1.9	0.000579072	1	-0.19
SL_5_25	Control	1.3.1.9	0.000963045	1	-0.19
SL_5_26	Control	1.3.1.9	0.00160819	1	-0.19
SL_5_28	GDM	1.3.1.9	0.000551527	1	0.19
SL_5_29	GDM	1.3.1.9	0.000432466	1	0.19
SL_5_30	GDM	1.3.1.9	0.00141876	1	0.19
SL_5_33	Control	1.3.1.9	0.00062998	1	-0.19
SL_5_34	Control	1.3.1.9	0.000839	1	-0.19
SL_5_36	GDM	1.3.1.9	0.000232642	1	0.19
SL_5_38	Control	1.3.1.9	0.000344287	1	-0.19
SL_5_39	Control	1.3.1.9	0.000778298	1	-0.19
SL_5_41	Control	1.3.1.9	0.00183015	1	-0.19
SL_5_42	Control	1.3.1.9	0.000168875	1	-0.19
SL_5_43	Control	1.3.1.9	0.000453132	1	-0.19
SL_5_44	Control	1.3.1.9	0.000711691	1	-0.19
SL_5_45	Control	1.3.1.9	0.000189166	1	-0.19
SL_5_46	Control	1.3.1.9	0.00043261	1	-0.19
SL_5_47	Control	1.3.1.9	0.000717879	1	-0.19
SL_5_49	Control	1.3.1.9	0.000113169	1	-0.19
SL_5_50	Control	1.3.1.9	0.0022497	1	-0.19
SL_5_51	Control	1.3.1.9	0.00118376	1	-0.19
SL_5_52	Control	1.3.1.9	0.000770487	1	-0.19
SL_5_53	Control	1.3.1.9	0.000859546	1	-0.19
SL_5_54	Control	1.3.1.9	0.000124161	1	-0.19
SL_5_55	Control	1.3.1.9	0.000494906	1	-0.19
SL_5_57	Control	1.3.1.9	6.21031e-05	1	-0.19
SL_5_59	Control	1.3.1.9	0.00155868	1	-0.19
SL_5_60	Control	1.3.1.9	0.000596655	1	-0.19
SL_5_62	Control	1.3.1.9	0.000793601	1	-0.19
SL_5_63	Control	1.3.1.9	0.000645209	1	-0.19
SL_5_64	Control	1.3.1.9	0.00104881	1	-0.19
SL_5_65	Control	1.3.1.9	0.000131035	1	-0.19
SL_5_66	Control	1.3.1.9	0.000657909	1	-0.19
SL_5_67	Control	1.3.1.9	0.00091682	1	-0.19
SL_5_68	Control	1.3.1.9	0.00031636	1	-0.19
SL_5_69	Control	1.3.1.9	0.000288165	1	-0.19
SL_5_70	Control	1.3.1.9	0.000210799	1	-0.19
SL_5_74	Control	1.3.1.9	0.00131386	1	-0.19
SL_5_78	Control	1.3.1.9	0.00119137	1	-0.19
SL_5_84	Control	1.3.1.9	0.000551791	1	-0.19
SL_5_85	Control	1.3.1.9	0.000400554	1	-0.19
SL_5_86	Control	1.3.1.9	0.000449209	1	-0.19
SL_5_87	Control	1.3.1.9	0.000949034	1	-0.19
SL_5_88	Control	1.3.1.9	0.000444833	1	-0.19
SL_5_89	Control	1.3.1.9	0.000598699	1	-0.19
SL_5_90	Control	1.3.1.9	0.00134151	1	-0.19
SL_5_91	Control	1.3.1.9	0.000700773	1	-0.19
SL_5_92	Control	1.3.1.9	0.000437805	1	-0.19
SL_5_93	Control	1.3.1.9	0.000820711	1	-0.19
SL_5_94	Control	1.3.1.9	0.000597427	1	-0.19
SL_5_95	Control	1.3.1.9	0.000662551	1	-0.19
SL_5_96	Control	1.3.1.9	0.00047972	1	-0.19
SL_5_97	Control	1.3.1.9	0.000691486	1	-0.19
SL_5_98	Control	1.3.1.9	0.00037532	1	-0.19
SL_5_99	Control	1.3.1.9	0.000792495	1	-0.19
SL_6_01	Control	1.3.1.9	0.00100959	1	-0.19
SL_6_02	Control	1.3.1.9	0.00134966	1	-0.19
SL_6_03	Control	1.3.1.9	0.00239704	1	-0.19
SL_6_04	Control	1.3.1.9	0.000804213	1	-0.19
SL_6_05	Control	1.3.1.9	0.000911331	1	-0.19
SL_6_06	Control	1.3.1.9	8.57064e-05	1	-0.19
SL_6_07	Control	1.3.1.9	0.000390762	1	-0.19
SL_6_08	Control	1.3.1.9	0.000975766	1	-0.19
SL_6_09	Control	1.3.1.9	0.000250676	1	-0.19
SL_6_10	Control	1.3.1.9	0.000898632	1	-0.19
SL_6_100	Control	1.3.1.9	0.000188932	1	-0.19
SL_6_11	Control	1.3.1.9	0.00117653	1	-0.19
SL_6_12	Control	1.3.1.9	0.000463109	1	-0.19
SL_6_13	Control	1.3.1.9	0.000696513	1	-0.19
SL_6_14	Control	1.3.1.9	0.00067324	1	-0.19
SL_6_15	Control	1.3.1.9	0.0011217	1	-0.19
SL_6_16	Control	1.3.1.9	0.00140988	1	-0.19
SL_6_17	Control	1.3.1.9	0.000996803	1	-0.19
SL_6_18	Control	1.3.1.9	0.000628918	1	-0.19
SL_6_19	Control	1.3.1.9	0.000958156	1	-0.19
SL_6_20	Control	1.3.1.9	0.000519161	1	-0.19
SL_6_21	Control	1.3.1.9	0.000404208	1	-0.19
SL_6_22	GDM	1.3.1.9	0.000661787	1	0.19
SL_6_23	Control	1.3.1.9	0.00144371	1	-0.19
SL_6_24	Control	1.3.1.9	0.00137831	1	-0.19
SL_6_25	Control	1.3.1.9	0.0010667	1	-0.19
SL_6_26	Control	1.3.1.9	0.00213069	1	-0.19
SL_6_27	Control	1.3.1.9	7.69048e-05	1	-0.19
SL_6_28	Control	1.3.1.9	0.00127328	1	-0.19
SL_6_29	Control	1.3.1.9	0.000705087	1	-0.19
SL_6_30	Control	1.3.1.9	0.000910166	1	-0.19
SL_6_31	Control	1.3.1.9	0.000726429	1	-0.19
SL_6_32	Control	1.3.1.9	0.000385297	1	-0.19
SL_6_33	Control	1.3.1.9	0.000493143	1	-0.19
SL_6_34	Control	1.3.1.9	6.00177e-05	1	-0.19
SL_6_35	Control	1.3.1.9	0.000390685	1	-0.19
SL_6_36	Control	1.3.1.9	0.000476189	1	-0.19
SL_6_37	Control	1.3.1.9	0.000173752	1	-0.19
SL_6_38	Control	1.3.1.9	0.000770286	1	-0.19
SL_6_39	Control	1.3.1.9	0.000406271	1	-0.19
SL_6_40	Control	1.3.1.9	0.000687654	1	-0.19
SL_6_41	Control	1.3.1.9	0.000925848	1	-0.19
SL_6_42	Control	1.3.1.9	0.000954964	1	-0.19
SL_6_43	Control	1.3.1.9	0.000930638	1	-0.19
SL_6_44	Control	1.3.1.9	0.00117887	1	-0.19
SL_6_45	Control	1.3.1.9	0.000449258	1	-0.19
SL_6_46	Control	1.3.1.9	0.000626572	1	-0.19
SL_6_47	Control	1.3.1.9	0.000321721	1	-0.19
SL_6_48	Control	1.3.1.9	0.000162124	1	-0.19
SL_6_49	Control	1.3.1.9	0.000768939	1	-0.19
SL_6_50	Control	1.3.1.9	0.000778696	1	-0.19
SL_6_51	Control	1.3.1.9	0.000683424	1	-0.19
SL_6_52	Control	1.3.1.9	4.79097e-05	1	-0.19
SL_6_53	Control	1.3.1.9	0.00150568	1	-0.19
SL_6_54	Control	1.3.1.9	0.000594717	1	-0.19
SL_6_55	Control	1.3.1.9	0.000693748	1	-0.19
SL_6_57	Control	1.3.1.9	0.000697594	1	-0.19
SL_6_58	Control	1.3.1.9	0.000674046	1	-0.19
SL_6_59	Control	1.3.1.9	0.000917715	1	-0.19
SL_6_60	Control	1.3.1.9	0.000329474	1	-0.19
SL_6_61	Control	1.3.1.9	0.00169504	1	-0.19
SL_6_62	Control	1.3.1.9	0.000368619	1	-0.19
SL_6_63	Control	1.3.1.9	0.000295357	1	-0.19
SL_6_64	Control	1.3.1.9	0.000320537	1	-0.19
SL_6_65	Control	1.3.1.9	0.000705246	1	-0.19
SL_6_66	Control	1.3.1.9	0.000418431	1	-0.19
SL_6_67	Control	1.3.1.9	0.000239563	1	-0.19
SL_6_68	Control	1.3.1.9	0.00119592	1	-0.19
SL_6_69	Control	1.3.1.9	0.000232119	1	-0.19
SL_6_70	Control	1.3.1.9	0.000269076	1	-0.19
SL_6_71	Control	1.3.1.9	0.0010561	1	-0.19
SL_6_72	Control	1.3.1.9	0.00010965	1	-0.19
SL_6_73	Control	1.3.1.9	0.000149029	1	-0.19
SL_6_74	Control	1.3.1.9	0.000572831	1	-0.19
SL_6_75	Control	1.3.1.9	0.000169614	1	-0.19
SL_6_76	Control	1.3.1.9	0.00035293	1	-0.19
SL_6_78	Control	1.3.1.9	0.000311682	1	-0.19
SL_6_79	Control	1.3.1.9	0.000960923	1	-0.19
SL_6_80	Control	1.3.1.9	0.000501041	1	-0.19
SL_6_81	Control	1.3.1.9	0.000668213	1	-0.19
SL_6_82	Control	1.3.1.9	0.00127948	1	-0.19
SL_6_83	Control	1.3.1.9	0.000262506	1	-0.19
SL_6_84	Control	1.3.1.9	0.000665775	1	-0.19
SL_6_85	Control	1.3.1.9	0.000355945	1	-0.19
SL_6_86	Control	1.3.1.9	0.000221494	1	-0.19
SL_6_87	Control	1.3.1.9	0.000619441	1	-0.19
SL_6_88	Control	1.3.1.9	5.88198e-05	1	-0.19
SL_6_89	Control	1.3.1.9	0.00077797	1	-0.19
SL_6_90	Control	1.3.1.9	0.000249374	1	-0.19
SL_6_91	Control	1.3.1.9	0.000136195	1	-0.19
SL_6_92	Control	1.3.1.9	0.000414303	1	-0.19
SL_6_93	Control	1.3.1.9	0.000382829	1	-0.19
SL_6_94	Control	1.3.1.9	3.55855e-05	1	-0.19
SL_6_95	Control	1.3.1.9	0.000472939	1	-0.19
SL_6_96	Control	1.3.1.9	0.000481623	1	-0.19
SL_6_97	Control	1.3.1.9	0.000250871	1	-0.19
SL_6_98	Control	1.3.1.9	0.000261639	1	-0.19
SL_6_99	Control	1.3.1.9	0.000363582	1	-0.19
SL_7_01	Control	1.3.1.9	0.000307215	1	-0.19
SL_7_02	Control	1.3.1.9	9.53505e-05	1	-0.19
SL_7_03	Control	1.3.1.9	0.000630229	1	-0.19
SL_7_04	Control	1.3.1.9	0.000958844	1	-0.19
SL_7_05	Control	1.3.1.9	0.000600253	1	-0.19
SL_7_06	Control	1.3.1.9	0.00082982	1	-0.19
SL_7_07	Control	1.3.1.9	0.000650024	1	-0.19
SL_7_08	Control	1.3.1.9	0.000650914	1	-0.19
SL_7_09	Control	1.3.1.9	0.00040141	1	-0.19
SL_7_10	Control	1.3.1.9	0.00139463	1	-0.19
SL_7_11	Control	1.3.1.9	0.000651031	1	-0.19
SL_7_12	Control	1.3.1.9	0.00086842	1	-0.19
SL_7_13	Control	1.3.1.9	0.00122269	1	-0.19
SL_7_14	Control	1.3.1.9	0.000501563	1	-0.19
SL_7_15	Control	1.3.1.9	0.00173947	1	-0.19
SL_7_16	Control	1.3.1.9	0.000564568	1	-0.19
SL_7_17	Control	1.3.1.9	0.000185565	1	-0.19
SL_7_18	Control	1.3.1.9	0.0021508	1	-0.19
SL_7_19	Control	1.3.1.9	0.00113672	1	-0.19
SL_7_20	Control	1.3.1.9	0.00147663	1	-0.19
SL_7_21	Control	1.3.1.9	0.000370308	1	-0.19
SL_7_22	Control	1.3.1.9	0.000867673	1	-0.19
SL_7_23	Control	1.3.1.9	0.0013735	1	-0.19
SL_7_25	Control	1.3.1.9	0.000681401	1	-0.19
SL_7_26	Control	1.3.1.9	0.00138102	1	-0.19
SL_7_27	Control	1.3.1.9	0.000670101	1	-0.19
SL_7_28	Control	1.3.1.9	0.00109913	1	-0.19
SL_7_29	Control	1.3.1.9	0.00140584	1	-0.19
SL_7_30	Control	1.3.1.9	0.000809847	1	-0.19
SL_7_31	Control	1.3.1.9	0.00116067	1	-0.19
SL_7_32	Control	1.3.1.9	0.00159565	1	-0.19
SL_7_33	Control	1.3.1.9	0.00139582	1	-0.19
SL_7_34	Control	1.3.1.9	0.000546668	1	-0.19
SL_7_35	Control	1.3.1.9	0.000538092	1	-0.19
SL_7_36	Control	1.3.1.9	0.000946385	1	-0.19
SL_7_37	Control	1.3.1.9	0.000809192	1	-0.19
SL_7_38	Control	1.3.1.9	0.00208791	1	-0.19
SL_7_39	Control	1.3.1.9	0.000512406	1	-0.19
SL_7_40	Control	1.3.1.9	0.00106349	1	-0.19
SL_7_41	Control	1.3.1.9	0.000629258	1	-0.19
SL_7_42	Control	1.3.1.9	0.00178283	1	-0.19
SL_7_43	Control	1.3.1.9	0.000486898	1	-0.19
SL_7_44	Control	1.3.1.9	0.000500576	1	-0.19
SL_7_45	Control	1.3.1.9	0.000644485	1	-0.19
SL_7_46	Control	1.3.1.9	0.00050112	1	-0.19
SL_7_47	Control	1.3.1.9	0.00201634	1	-0.19
SL_7_54	Control	1.3.1.9	0.00107501	1	-0.19
SL_7_55	Control	1.3.1.9	0.000629431	1	-0.19
SL_7_56	Control	1.3.1.9	0.000576463	1	-0.19
SL_7_57	Control	1.3.1.9	0.000462942	1	-0.19
SL_7_58	Control	1.3.1.9	0.000708328	1	-0.19
SL_7_59	Control	1.3.1.9	0.000751995	1	-0.19
SL_7_60	Control	1.3.1.9	0.000982982	1	-0.19
SL_7_61	Control	1.3.1.9	0.00079004	1	-0.19
SL_7_62	Control	1.3.1.9	0.00079169	1	-0.19
SL_7_63	Control	1.3.1.9	0.00189636	1	-0.19
SL_7_64	Control	1.3.1.9	6.34903e-05	1	-0.19
SL_7_65	Control	1.3.1.9	0.000951447	1	-0.19
SL_7_66	Control	1.3.1.9	0.000414266	1	-0.19
SL_7_67	Control	1.3.1.9	0.000864663	1	-0.19
SL_7_68	Control	1.3.1.9	0.000405092	1	-0.19
SL_7_69	GDM	1.3.1.9	0.00117544	1	0.19
SL_7_70	Control	1.3.1.9	0.000206269	1	-0.19
SL_7_71	Control	1.3.1.9	0.000938716	1	-0.19
SL_7_72	Control	1.3.1.9	0.00111767	1	-0.19
SL_7_73	Control	1.3.1.9	0.000538725	1	-0.19
SL_7_74	Control	1.3.1.9	0.000304795	1	-0.19
SL_7_75	Control	1.3.1.9	0.00113753	1	-0.19
SL_7_76	Control	1.3.1.9	0.00119702	1	-0.19
SL_7_77	Control	1.3.1.9	0.00125214	1	-0.19
SL_7_78	Control	1.3.1.9	0.000576166	1	-0.19
SL_7_79	Control	1.3.1.9	0.000354834	1	-0.19
SL_7_80	Control	1.3.1.9	0.000485543	1	-0.19
SL_7_81	Control	1.3.1.9	0.000752213	1	-0.19
SL_7_82	Control	1.3.1.9	0.00056233	1	-0.19
SL_7_83	Control	1.3.1.9	0.00147834	1	-0.19
SL_7_84	GDM	1.3.1.9	0.00107835	1	0.19
SL_7_85	GDM	1.3.1.9	0.000817258	1	0.19
SL_7_86	Control	1.3.1.9	0.000455904	1	-0.19
SL_7_87	Control	1.3.1.9	0.000523593	1	-0.19
SL_7_88	Control	1.3.1.9	0.000288997	1	-0.19
SL_7_89	Control	1.3.1.9	0.00125796	1	-0.19
1_1	Control	2.3.1.41	0.000287387	2	-0.19
1_10	GDM	2.3.1.41	5.30353e-05	2	0.19
1_100	Control	2.3.1.41	0.000246725	2	-0.19
1_101	Control	2.3.1.41	0.000109119	2	-0.19
1_102	GDM	2.3.1.41	9.23325e-05	2	0.19
1_103	Control	2.3.1.41	0.000111419	2	-0.19
1_104	GDM	2.3.1.41	7.08567e-05	2	0.19
1_105	Control	2.3.1.41	8.48846e-05	2	-0.19
1_106	Control	2.3.1.41	0.000216982	2	-0.19
1_107	GDM	2.3.1.41	0.0001607	2	0.19
1_108	Control	2.3.1.41	9.52583e-05	2	-0.19
1_109	GDM	2.3.1.41	0.00018293	2	0.19
1_11	GDM	2.3.1.41	0.000118179	2	0.19
1_110	GDM	2.3.1.41	0.000420553	2	0.19
1_111	Control	2.3.1.41	8.44752e-05	2	-0.19
1_112	GDM	2.3.1.41	4.7776e-05	2	0.19
1_113	Control	2.3.1.41	2.79096e-05	2	-0.19
1_114	GDM	2.3.1.41	0.000175478	2	0.19
1_115	Control	2.3.1.41	0.000144495	2	-0.19
1_116	GDM	2.3.1.41	0.000124902	2	0.19
1_117	Control	2.3.1.41	0.000359183	2	-0.19
1_118	GDM	2.3.1.41	0.000152726	2	0.19
1_119	Control	2.3.1.41	8.96098e-05	2	-0.19
1_12	GDM	2.3.1.41	9.64897e-05	2	0.19
1_120	GDM	2.3.1.41	0.000211687	2	0.19
1_121	GDM	2.3.1.41	0.000254759	2	0.19
1_122	GDM	2.3.1.41	6.1028e-05	2	0.19
1_123	Control	2.3.1.41	0.000508416	2	-0.19
1_124	Control	2.3.1.41	7.92233e-05	2	-0.19
1_125	Control	2.3.1.41	0.000190144	2	-0.19
1_126	GDM	2.3.1.41	3.25455e-06	2	0.19
1_127	Control	2.3.1.41	0.000158448	2	-0.19
1_128	GDM	2.3.1.41	0.000169627	2	0.19
1_129	Control	2.3.1.41	9.08455e-05	2	-0.19
1_13	Control	2.3.1.41	0.000159934	2	-0.19
1_130	GDM	2.3.1.41	0.000142175	2	0.19
1_131	Control	2.3.1.41	4.50516e-05	2	-0.19
1_132	GDM	2.3.1.41	0.00119326	2	0.19
1_133	Control	2.3.1.41	4.72471e-05	2	-0.19
1_134	GDM	2.3.1.41	0.000159823	2	0.19
1_135	GDM	2.3.1.41	3.31233e-05	2	0.19
1_136	GDM	2.3.1.41	2.99837e-05	2	0.19
1_137	Control	2.3.1.41	0.000179553	2	-0.19
1_138	GDM	2.3.1.41	0.000284713	2	0.19
1_139	Control	2.3.1.41	0.000237328	2	-0.19
1_14	Control	2.3.1.41	0.000118428	2	-0.19
1_140	Control	2.3.1.41	8.0537e-05	2	-0.19
1_141	Control	2.3.1.41	0.000137328	2	-0.19
1_142	Control	2.3.1.41	3.62999e-05	2	-0.19
1_143	GDM	2.3.1.41	7.94312e-05	2	0.19
1_144	Control	2.3.1.41	4.59505e-05	2	-0.19
1_145	Control	2.3.1.41	1.29179e-05	2	-0.19
1_146	GDM	2.3.1.41	0.000218576	2	0.19
1_147	GDM	2.3.1.41	0.000130375	2	0.19
1_148	GDM	2.3.1.41	0.000145104	2	0.19
1_149	Control	2.3.1.41	3.88184e-05	2	-0.19
1_15	GDM	2.3.1.41	0.000334085	2	0.19
1_150	Control	2.3.1.41	4.72318e-05	2	-0.19
1_151	GDM	2.3.1.41	4.62854e-05	2	0.19
1_152	GDM	2.3.1.41	0.000212156	2	0.19
1_153	GDM	2.3.1.41	0.00118198	2	0.19
1_154	Control	2.3.1.41	0.000182911	2	-0.19
1_155	GDM	2.3.1.41	0.000772419	2	0.19
1_156	Control	2.3.1.41	3.08469e-05	2	-0.19
1_157	GDM	2.3.1.41	0.000142407	2	0.19
1_158	GDM	2.3.1.41	0.000195114	2	0.19
1_159	Control	2.3.1.41	6.61943e-05	2	-0.19
1_16	Control	2.3.1.41	0.00029178	2	-0.19
1_160	GDM	2.3.1.41	0.000361083	2	0.19
1_161	GDM	2.3.1.41	8.9511e-05	2	0.19
1_162	Control	2.3.1.41	0.000190684	2	-0.19
1_163	GDM	2.3.1.41	0.000170861	2	0.19
1_164	GDM	2.3.1.41	0.000151558	2	0.19
1_165	Control	2.3.1.41	0.00128556	2	-0.19
1_166	Control	2.3.1.41	2.62575e-05	2	-0.19
1_167	Control	2.3.1.41	6.04944e-05	2	-0.19
1_168	GDM	2.3.1.41	0.000269794	2	0.19
1_169	Control	2.3.1.41	0.000104656	2	-0.19
1_17	Control	2.3.1.41	0.00029929	2	-0.19
1_170	Control	2.3.1.41	0.0001338	2	-0.19
1_171	GDM	2.3.1.41	0.00020085	2	0.19
1_172	Control	2.3.1.41	0.000144605	2	-0.19
1_173	GDM	2.3.1.41	3.65839e-05	2	0.19
1_174	Control	2.3.1.41	4.42634e-05	2	-0.19
1_175	GDM	2.3.1.41	5.08556e-05	2	0.19
1_176	GDM	2.3.1.41	5.70746e-05	2	0.19
1_177	GDM	2.3.1.41	0.000155337	2	0.19
1_178	Control	2.3.1.41	7.73715e-05	2	-0.19
1_179	GDM	2.3.1.41	0.000181445	2	0.19
1_18	Control	2.3.1.41	0.000146413	2	-0.19
1_180	GDM	2.3.1.41	3.95399e-05	2	0.19
1_181	Control	2.3.1.41	0.000202396	2	-0.19
1_182	GDM	2.3.1.41	6.21391e-05	2	0.19
1_183	Control	2.3.1.41	0.000121987	2	-0.19
1_184	Control	2.3.1.41	0.00013272	2	-0.19
1_185	Control	2.3.1.41	0.000133517	2	-0.19
1_186	Control	2.3.1.41	0.000240454	2	-0.19
1_187	GDM	2.3.1.41	8.68374e-05	2	0.19
1_188	GDM	2.3.1.41	9.67712e-05	2	0.19
1_189	Control	2.3.1.41	0.00023809	2	-0.19
1_19	GDM	2.3.1.41	0.000184137	2	0.19
1_190	Control	2.3.1.41	3.88733e-05	2	-0.19
1_191	GDM	2.3.1.41	0.000293782	2	0.19
1_192	GDM	2.3.1.41	0.000330883	2	0.19
1_193	Control	2.3.1.41	2.9814e-05	2	-0.19
1_194	Control	2.3.1.41	0.000115985	2	-0.19
1_195	GDM	2.3.1.41	5.00762e-05	2	0.19
1_197	GDM	2.3.1.41	3.70415e-05	2	0.19
1_199	GDM	2.3.1.41	5.76545e-05	2	0.19
1_2	GDM	2.3.1.41	8.64011e-05	2	0.19
1_20	GDM	2.3.1.41	0.000186725	2	0.19
1_200	GDM	2.3.1.41	5.92492e-05	2	0.19
1_201	GDM	2.3.1.41	0.000126576	2	0.19
1_202	Control	2.3.1.41	0.000134346	2	-0.19
1_203	Control	2.3.1.41	4.34688e-05	2	-0.19
1_204	GDM	2.3.1.41	5.03728e-05	2	0.19
1_205	Control	2.3.1.41	6.93049e-05	2	-0.19
1_206	GDM	2.3.1.41	0.000161946	2	0.19
1_207	Control	2.3.1.41	0.000253474	2	-0.19
1_208	Control	2.3.1.41	0.000207063	2	-0.19
1_209	GDM	2.3.1.41	0.000278554	2	0.19
1_21	Control	2.3.1.41	9.36485e-05	2	-0.19
1_210	GDM	2.3.1.41	0.000165339	2	0.19
1_211	Control	2.3.1.41	0.000240879	2	-0.19
1_212	GDM	2.3.1.41	0.00013241	2	0.19
1_213	Control	2.3.1.41	0.000124014	2	-0.19
1_214	GDM	2.3.1.41	0.000420738	2	0.19
1_215	Control	2.3.1.41	0.000542761	2	-0.19
1_216	GDM	2.3.1.41	0.000133088	2	0.19
1_217	GDM	2.3.1.41	0.000305606	2	0.19
1_218	Control	2.3.1.41	5.14381e-05	2	-0.19
1_219	GDM	2.3.1.41	0.00030047	2	0.19
1_22	GDM	2.3.1.41	2.29182e-05	2	0.19
1_220	GDM	2.3.1.41	9.38851e-05	2	0.19
1_221	GDM	2.3.1.41	6.78076e-06	2	0.19
1_222	Control	2.3.1.41	9.06483e-05	2	-0.19
1_223	Control	2.3.1.41	0.000297181	2	-0.19
1_224	Control	2.3.1.41	0.000323691	2	-0.19
1_225	GDM	2.3.1.41	7.01091e-05	2	0.19
1_226	Control	2.3.1.41	6.73033e-05	2	-0.19
1_227	Control	2.3.1.41	9.78307e-05	2	-0.19
1_228	GDM	2.3.1.41	9.14426e-05	2	0.19
1_229	GDM	2.3.1.41	8.17921e-05	2	0.19
1_23	GDM	2.3.1.41	0.000448252	2	0.19
1_230	Control	2.3.1.41	0.000147688	2	-0.19
1_231	Control	2.3.1.41	7.99636e-05	2	-0.19
1_232	Control	2.3.1.41	0.00048367	2	-0.19
